monster_name,monster_type,monster_subtype,monster_species,monster_amount,setting_terrain,setting_country_state,date_aired,danger
Prudence Prufrock,Undead,Ghost,Human,1,Urban,Ohio,2009-09-13,5
Gryphon,Mythical,Griffin,Griffin,1,Forest,United States,2010-02-16,0
Banshee,Mythical,Banshee,Banshee,1,Forest,United States,2010-02-16,0
Slime Mutant,Possessed Object,Slime,Slime-Monster,1,Urban,California,2010-04-05,4
Creeping Creatures,Animal,Humanoid,Alligator,1,Swamp,California,2010-07-19,0
Creeping Creatures,Animal,Humanoid,Alligator,1,Swamp,California,2010-07-19,0
Creeping Creatures,Animal,Humanoid,Alligator,1,Swamp,California,2010-07-19,0
Ghost Truck,Possessed Object,Truck,Truck,1,Urban,California,2010-07-26,0
Man-Crab,Animal,Humanoid,Crab,1,Coast,California,2010-08-02,1
Que Horrifico,Ancient,Pupeteer,Human,1,Urban,California,2010-08-09,0
Spookified Kids,Possessed,Kid,Human,1,Urban,California,2010-08-09,0
Ghost Girl,Ghost,Ghost,Human,1,Urban,California,2010-08-16,0
Phantom,Ghost,Phantom,Human,1,Urban,California,2010-08-23,1
Gnome,Mythical,Gnome,Human,1,Forest,California,2010-08-30,1
Green Humungonaut,Animal,Humanoid,Ape,1,Urban,California,2010-09-07,0
Red Humungonaut,Animal,Humanoid,Ape,1,Urban,California,2010-09-07,0
Woodsman,Undead,Zombie,Human,1,Forest,United States,2010-09-14,3
Fishman,Animal,Humanoid,Fish,1,Forest,United States,2010-09-14,3
Specter of Shadow Canyon,Undead,Specter,Human,1,Forest,United States,2010-09-14,3
Fright Hound,Mechanical,Robot,Hound,1,Urban,California,2010-10-04,1
Vampire,Undead,Vampire,Human,1,Urban,California,2010-10-11,0
Char Gar Gothakon,Extraterrestrial,Humanoid,Squid,1,Urban,California,2010-10-18,0
Cicada Creature,Animal,Insect,Cicada,1,Urban,California,2010-10-25,1
Wanda Grubwort,Magician,Witch,Human,1,Urban,Ohio,2011-03-01,3
Lake Monsters,Animal,Humanoid,Frog,1,Urban,Ohio,2011-03-01,3
Lord Infernicus,Undead,Skeleton,Human,1,Urban,California,2011-05-03,4
Shadowy Orc,Mythical,Orc,Orc,1,Urban,California,2011-05-10,2
Aphrodite,Mythical,Pupeteer,Human,1,Urban,California,2011-05-17,4
Danny Darrow,Ancient,Hermit,Human,1,Urban,California,2011-05-24,5
White Wizard,Magician,Wizard,Human,1,Urban,California,2011-05-31,0
Nightfright,Mythical,Demon,Demon,1,Urban,California,2011-06-07,0
Fish Freaks,Animal,Humanoid,Fish,1,Urban,California,2011-06-14,5
Fish Freaks,Animal,Humanoid,Fish,1,Urban,California,2011-06-14,5
Fish Freaks,Animal,Humanoid,Fish,1,Urban,California,2011-06-14,5
Fish Freaks,Animal,Humanoid,Fish,1,Urban,California,2011-06-14,5
Manticore,Mythical,Manticore,Manticore,1,Urban,California,2011-06-21,0
Headless Horror,Ancient,Humanoid,Jungle-Monster,1,Urban,California,2011-06-28,0
Shadowy Figure,Ghost,Shadow,Human,1,Urban,California,2011-07-05,0
Ghost of Dead Justice,Ghost,Sheriff,Human,1,Urban,California,2011-07-12,0
Obliteratrix,Undead,Assassin,Human,1,Urban,California,2011-07-19,3
Freak of Crystal Cove,Ancient,Humanoid,Beast,1,Urban,California,2011-07-26,0
Phantosaurs,Ghost,Dinosaur,Appalachiosaurus,1,Desert,United States,2011-09-06,0
Velociraptor,Ancient,Dinosaur,Velociraptor,1,Desert,United States,2011-09-06,0
Lord Valdronya,Undead,Vampire,Human,1,Swamp,Louisiana,2012-03-13,1
Fortius,Possessed Object,Statue,Human,1,Urban,England,2012-07-17,0
Crybaby Clown,Disguised,Clown,Human,1,Urban,California,2012-07-30,0
Baba Yaga House,Possessed Object,House,House,1,Forest,California,2012-07-31,0
Baba Yaga,Magician,Witch,Human,1,Forest,California,2012-07-31,0
Crybaby Clown,Disguised,Clown,Human,1,Urban,California,2012-08-01,1
Dreamweaver,Magician,Wizard,Human,1,Urban,California,2012-08-02,0
Hodag of Horror,Animal,Beast,Beast,1,Urban,California,2012-08-03,0
Junk,Mechanical,Trash,Trash,1,Urban,California,2012-08-06,0
Graveyard Ghoul,Undead,Ghoul,Human,1,Rural,California,2012-08-07,0
Dark Lilith,Mythical,Demon,Demon,1,Desert,California,2012-08-08,0
Hebediah Grim,Undead,Zombie,Human,1,Forest,California,2012-08-09,0
Fiend,Mythical,Anubis,Human,1,Mountain,United States,2012-08-10,0
Kriegstaffebot,Mechanical,Soldier,Robot,1,Ocean,California,2012-08-13,0
Ghost of Abigail Gluck,Ghost,Ghost,Human,1,Ocean,California,2012-08-13,0
Scarebear,Animal,Mutant,Bear,1,Forest,California,2012-08-14,0
Krampus,Mythical,Beast,Krampus,1,Urban,California,2012-08-15,0
Dragon,Mechanical,Dragon,Dragon,1,Island,United States,2012-08-16,1
Mummy of Friar Serra,Undead,Mummy,Human,1,Urban,United States,2012-08-17,0
Werewolf,Animal,Werewolf,Human,1,Rural,New Jersey,2012-10-09,0
Werewolf,Animal,Werewolf,Human,1,Rural,New Jersey,2012-10-09,0
Werewolf,Animal,Werewolf,Human,1,Rural,New Jersey,2012-10-09,0
Werewolf,Animal,Werewolf,Human,1,Rural,New Jersey,2012-10-09,0
Sinister Snowman,Possessed Object,Snow-Man,Snow-Man,1,Urban,United States,2012-10-16,3
Mr. Hyde,Super-Villain,Split-Personality,Human,1,Urban,California,2013-02-26,0
Grey Alien,Extraterrestrial,Alien,Alien,1,Urban,California,2013-03-25,0
Reptiod,Animal,Humanoid,Reptile,1,Urban,California,2013-03-25,0
Nordic Alien,Extraterrestrial,Alien,Alien,1,Urban,California,2013-03-25,0
Skull Cattles,Undead,Skeleton,Bull,1,Rural,California,2013-03-25,0
Skull Cattle Queen,Undead,Skeleton,Bull,1,Rural,California,2013-03-25,0
Rude Boy and the Ska-Tastics,Undead,Zombie,Human,1,Urban,California,2013-03-26,3
Rude Boy and the Ska-Tastics,Undead,Zombie,Human,1,Urban,California,2013-03-26,3
Rude Boy and the Ska-Tastics,Undead,Zombie,Human,1,Urban,California,2013-03-26,3
Rude Boy and the Ska-Tastics,Undead,Zombie,Human,1,Urban,California,2013-03-26,3
Gluton Demon,Mythical,Demon,Demon,1,Urban,California,2013-03-27,0
Dandy Highwayman,Disguised,Highwayman,Human,1,Urban,California,2013-03-28,1
Evil Fred,Disguised,Clone,Human,1,Urban,California,2013-03-29,1
Evil Daphnie,Disguised,Clone,Human,1,Urban,California,2013-03-29,1
Monstrous Freak,Animal,Humanoid,Beast,1,Rural,California,2013-04-02,0
Priestess,Magician,Shaman,Human,1,Jungle,Mexico,2013-04-03,0
Kriegstaffebot,Mechanical,Soldier,Robot,1,Cave,California,2013-04-04,0
Evil Entity,Mythical,Evil,Element,1,Cave,California,2013-04-05,0
Evil Entity,Mythical,Evil,Element,1,Urban,California,2013-04-05,1
Minions,Ancient,Humanoid,Human,1,Urban,California,2013-04-05,1
Ye Phantom Parrot,Animal,Parrot,Bird,1,Island,United States,2013-07-23,2
Ghost of Gnarlybeard,Undead,Pirate,Human,1,Island,United States,2013-07-23,2
Phantom,Ghost,Phantom,Human,1,Urban,Illinois,2013-08-20,0
Cornfield Clem,Possessed Object,Scarecrow,Scarecrow,1,Rural,United States,2013-09-10,0
Mecha Mutt,Mechanical,Robot,Hound,1,Urban,United States,2013-09-24,0
Ghost Bear,Ghost,Bear,Bear,1,Forest,United States,2014-03-25,0
Eshu,Animal,Humanoid,Beast,1,Urban,Brazil,2014-05-13,0
Ghost of the Baron,Ghost,Baron,Human,1,Rural,Pennsylvania,2014-08-19,5
Frankencreep,Undead,Frankenstein's Monster,Chimera,1,Rural,Pennsylvania,2014-08-19,5
Alien,Extraterrestrial,Extraterrestrial,Alien,1,Urban,Moon,2015-02-17,0
Sea Monster,Possessed Object,Elemental,Water,1,Coast,Florida,2015-05-05,0
Witch,Magician,Witch,Human,1,Urban,United States,2015-07-21,0
KISS Monsters,Possessed Object,Statue,Human,1,Urban,United States,2015-07-21,0
Harpies,Mythical,Harpy,Harpy,1,Urban,United States,2015-07-21,0
The Destroyer,Demon,Demon,Demon,1,Urban,United States,2015-07-21,0
Ghost of Elias Kingston,Ghost,Ghost,Human,1,Urban,United States,2015-10-05,0
Spirit of the Zatari Warrior,Ancient,Spirit,Human,1,Cave,United States,2015-10-06,0
Sea Creature,Animal,Humanoid,Sea-Monster,1,Ocean,United States,2015-10-07,0
Sea Creature,Animal,Humanoid,Sea-Monster,1,Ocean,United States,2015-10-07,0
Gargoyle,Possessed Object,Statue,Gargoyle,1,Urban,United States,2015-10-08,0
Ghost of Chip Braverton,Ghost,Ghost,Human,1,Urban,United States,2015-10-09,0
Sobek,Mythical,Humanoid,Crocodile,1,Urban,United States,2015-10-12,0
Crystal Crawler,Animal,Humanoid,Cave-Monster,1,Cave,United States,2015-10-15,0
Headless Count,Undead,Headless,Human,1,Rural,United States,2015-10-19,2
Ghost of the Prima Donna,Ghost,Ghost,Human,1,Urban,United States,2015-10-20,0
Yeti,Animal,Yeti,Yeti,1,Urban,United States,2015-10-21,0
Butler 3000,Mechanical,Robot,Robot,1,Urban,United States,2015-10-22,0
Alien,Extraterrestrial,Alien,Alien,1,Desert,Nevada,2015-10-23,0
Phantom,Ghost,Phantom,Human,1,Rural,United States,2015-10-28,0
Black Knight,Possessed Object,Suit,Object,1,Rural,United States,2015-11-25,0
Pterodactyl,Ancient,Dinosaur,Pterodactyl,1,Urban,United States,2015-12-05,2
Ghost of Stealin' Stan,Ghost,Prisoner,Human,1,Island,United States,2015-12-10,0
Gremlin,Mythical,Gremlin,Gremlin,1,Air,United States,2016-02-13,0
Sorcerer,Magician,Sorcerer,Human,1,Urban,United States,2016-02-20,0
Swamp Monster,Plant,Humanoid,Swamp-Monster,1,Swamp,Louisiana,2016-02-27,0
Snow Monster,Possessed Object,Snow-Man,Snow-Man,1,Snow,United States,2016-03-05,0
Headless Horseman,Undead,Headless,Human,1,Urban,California,2016-03-10,0
Mummy,Undead,Mummy,Human,1,Urban,California,2016-03-10,0
Zombie,Undead,Zombie,Human,1,Urban,California,2016-03-10,0
Giant,Mythical,Giant,Cyclops,1,Forest,Ireland,2016-03-12,0
Scarecrow,Possessed Object,Humanoid,Scarecrow,1,Rural,United States,2016-03-23,0
Scarecrow,Possessed Object,Humanoid,Scarecrow,1,Rural,United States,2016-03-23,0
Inferno,Undead,Skeleton,Demon,1,Island,United States,2016-08-09,0
Ghost of Dapper Jack Rogers,Ghost,Cowboy,Human,1,Desert,Texas,2017-02-14,0
Ghost of the Cliff Bride,Undead,Zombie,Human,1,Rural,United States,2017-06-20,0
Spirit of El Bandito,Undead,Skeleton,Human,1,Rural,Mexico,2017-06-20,5
Madcap the Killer Clown,Disguised,Clown,Human,1,Urban,United States,2017-06-20,0
Viking Ghosts,Ghost,Viking,Human,1,Forest,United States,2017-06-20,5
Viking Ghosts,Ghost,Viking,Human,1,Forest,United States,2017-06-20,5
Viking Ghosts,Ghost,Viking,Human,1,Forest,United States,2017-06-20,5
Toxic Mutant,Undead,Mutant,Human,1,Urban,United States,2017-06-20,0
Ghost Pirate,Ghost,Pirate,Human,1,Coast,United States,2017-07-25,5
Ghost Pirate,Ghost,Pirate,Human,1,Coast,United States,2017-07-25,5
Dorsal Foot,Animal,Humanoid,Shark,1,Coast,United States,2017-11-14,0
Werewolf,Animal,Werewolf,Human,1,Forest,United States,2017-11-15,0
Jester Monster,Disguised,Jester,Human,1,Forest,United States,2017-11-15,5
Vampire,Undead,Vampire,Human,1,Rural,United States,2017-12-21,0
Houndbeast,Animal,Beast,Hound,1,Urban,New York,2017-11-17,0
Grim Reaper,Undead,Skeleton,Human,1,Rural,United States,2017-11-18,0
Mummy,Undead,Mummy,Human,1,Rural,United States,2017-11-18,0
Tengu,Mythical,Humanoid,Chicken,1,Rural,United States,2017-11-18,0
Tarasque,Mythical,Humanoid,Turtle,1,Rural,United States,2017-11-18,0
Tzitzimitl,Magician,Shaman,Human,1,Rural,United States,2017-11-18,0
Manticore,Mythical,Beast,Manticore,1,Rural,United States,2017-11-18,0
Haniver,Mythical,Beast,Beast,1,Rural,United States,2017-11-18,0
Hemogoblin,Mythical,Goblin,Goblin,1,Rural,United States,2017-11-18,0
Baba Yaga,Magician,Witch,Human,1,Urban,United States,2017-09-28,0
Baba Yaga House,Possessed Object,House,House,1,Urban,United States,2017-09-28,0
Kaniaku,Animal,Demon,Crab,1,Urban,Japan,2017-11-19,5
Ghost of Amos Littlefield,Ghost,Ghost,Human,1,Urban,United States,2017-11-19,0
Ghost of Jacob Marley,Ghost,Ghost,Human,1,Urban,England,2017-11-30,0
Ghost of Christmas Past,Ghost,Ghost,Human,1,Urban,England,2017-11-30,0
Ghost of Christmas Present,Ghost,Ghost,Human,1,Urban,England,2017-11-30,0
Ghost of Christmas Future,Ghost,Ghost,Human,1,Urban,England,2017-11-30,0
Space Kook,Extraterrestrial,Humanoid,Alien,1,Space,Space,2017-11-20,1
Ghost of Mother,Undead,Zombie,Human,1,Snow,United States,2017-11-21,0
Ghost of Archie Barnes,Ghost,Ghost,Human,1,Rural,California,2017-11-22,0
Mutant Rabbit,Animal,Giant,Rabbit,1,Urban,United States,2017-11-22,0
Arachne,Mythical,Humanoid,Spider,1,Rural,Greece,2017-11-23,3
Crimson Cloak,Ghost,Phantom,Human,1,Urban,United States,2018-01-09,0
Plant Monster,Plant,Humanoid,Bush,1,Urban,United States,2018-03-08,0
Minus,Disguised,Mutant,Human,1,Urban,United States,2018-03-09,0
The Mystery Machine,Possessed Object,Car,Vehicle,1,Desert,United States,2018-03-10,0
Ice Man,Ancient,Caveman,Human,1,Snow,United States,2018-03-11,5
Ape Man,Animal,Half-Human,Ape,1,Urban,Florida,2018-03-12,0
Trash Monster,Mechanical,Robot,Robot,1,Rural,United States,2018-03-13,0
Ghost Chef,Ghost,Chef,Human,1,Urban,California,2018-03-14,0
Demon of Salem,Mythical,Demon,Demon,1,Rural,Massachusetts,2018-03-15,5
Professor Huh?,Disguised,Random,Human,1,Urban,United States,2018-03-16,0
Professor Huh?,Disguised,Random,Human,1,Urban,United States,2018-03-17,0
Pizza O'Possum,Mechanical,Robot,Rat,1,Urban,United States,2018-03-18,0
Half-Beard's Ghost,Ghost,Pirate,Human,1,Cave,United States,2018-03-18,0
Phantasm,Undead,Phantasm,Human,1,Rural,United States,2018-03-29,0
Ghost Kid,Undead,Ghost,Human,1,Rural,United States,2018-03-29,0
Red Ghost,Ghost,Phantom,Human,1,Rural,Rhode Island,2018-09-11,0
Living Tree,Plant,Tree,Tree,1,Rural,United States,2018-10-01,
Asmodeus,Mythical,Demon,Demon,1,Mountain,Tibet,2019-02-05,0
Swamp Monster,Animal,Humanoid,Swamp-Monster,1,Swamp,Florida,2019-06-27,0
Civil War Zombie Ghosts,Ghost,Soldier,Human,1,Rural,Pennsylvania,2019-07-02,0
Fish Monster,Animal,Humanoid,Fish,1,Urban,United States,2019-07-11,0
Screaming Skulls of London,Ghost,Skulls,Skull,1,Urban,England,2019-07-18,5
Zombies,Undead,Zombie,Human,1,Swamp,Louisiana,2019-07-21,0
Werecat Simone Lenoir,Animal,Werecat,Werecat,1,Swamp,Louisiana,2019-07-21,0
Werecat Lena Dupree,Animal,Werecat,Werecat,1,Swamp,Louisiana,2019-07-21,0
Werecat Jacques,Animal,Werecat,Werecat,1,Swamp,Louisiana,2019-07-21,0
Werecat,Animal,Werecat,Werecat,1,Swamp,Louisiana,2019-07-21,0
Cat Mummy,Undead,Mummy,Cat,1,Urban,England,2019-07-25,0
Minotaur,Mythical,Minotaur,Minotaur,1,Rural,Greece,2019-08-01,0
Ghost of Madds Markson,Undead,Ghost,Human,1,Urban,Nevada,2019-08-08,0
Madds Markson Monster,Animal,Mutant,Bunny,1,Urban,Nevada,2019-08-08,0
Technomancer,Magician,Technomancer,Human,1,Urban,Illinois,2019-08-15,0
Spectral Speedster,Ghost,Humanoid,Monster,1,Rural,United States,2019-08-22,0
Dinosaur,Animal,Allosaurus,Dinosaur,1,Forest,United States,2019-08-29,0
Dinosaur,Animal,Ceratosarus,Dinosaur,1,Forest,United States,2019-08-29,0
Sia Doppelganger,Disguised,Sia,Human,1,Urban,California,2019-09-05,0
Pazzo the Ghost Clown,Ghost,Clown,Human,1,Urban,Georgia,2019-09-12,1
Man-Bat,Animal,Humanoid,Bat,1,Urban,United States,2019-09-19,5
Control Freak,Super-Villain,Obese,Human,1,Urban,United States,2019-10-04,0
Rotten Robots,Mechanical,Robot,Robot,1,Urban,California,2020-05-15,4
Dick Dastardly,Super-Villain,Cartoon Villain,Human,1,Urban,California,2020-05-15,4
Muttley,Animal,Cartoon Villain,Hound,1,Urban,California,2020-05-15,4
Cerberus,Mythical,Cerberus,Hound,1,Urban,California,2020-05-15,4
Nightmare Ghost,Ghost,Nightmare,Human,1,Snow,Pennsylvania,2020-07-02,3
Fox Monster,Animal,Giant,Fox,1,Rural,Japan,2020-07-02,5
Miner Forty-Niner,Ancient,Miner,Human,1,Rural,United States,2020-07-02,3
Ghost of Captain Cutler,Ghost,Suit,Human,1,Rural,United States,2020-07-02,3
Spooky Space Kook,Extraterrestrial,Phantom,Alien,1,Rural,United States,2020-07-02,3
Snow Ghost,Animal,Ghost,Snow-Monster,1,Rural,United States,2020-07-02,3
Clown,Disguised,Clown,Human,1,Rural,United States,2020-07-02,3
Ghost of Redbeard,Ghost,Pirate,Human,1,Rural,United States,2020-07-02,3
Back Knight,Possessed Object,Suit,Object,1,Rural,United States,2020-07-02,3
Witch,Magician,Witch,Human,1,Rural,United States,2020-07-02,3
Witch Doctor,Magician,Shaman,Human,1,Rural,United States,2020-07-02,3
Phantom,Ghost,Phantom,Human,1,Rural,United States,2020-07-02,3
Creeper,Undead,Zombie,Human,1,Rural,United States,2020-07-02,3
Giant Teddy Bear,Possessed Object,Giant,Teddy Bear,1,Rural,United States,2020-07-02,3
Ghost of the Doom Bringer,Possessed Object,Suit,Suit,1,Urban,California,2020-07-02,0
Gator Man Monster,Animal,Humanoid,Alligator,1,Urban,New York,2020-07-02,0
Fire Monster of Mount Etna,Animal,Humanoid,Fire-Monster,1,Urban,Italy,2020-07-02,0
Crazy Carl,Possessed Object,Humanoid,Puppet,1,Rural,United States,2020-07-02,0
Ghost of Madame Zobrinsky,Ghost,Ghost,Human,1,Urban,Pennsylvania,2020-07-02,0
Wedding Witch of Wainsly Hall,Magician,Witch,Human,1,Swamp,United States,2020-07-02,0
Chronobeast,Animal,Humanoid,Chronobeast,1,Desert,United States,2020-07-02,0
Robo Dooby Doo,Mechanical,Robot,Hound,1,Desert,United States,2020-07-02,0
Ghost of Ester Moonkiller,Ghost,Ghost,Human,1,Urban,Ohio,2020-07-02,0
Werewolf,Animal,Werewolf,Human,1,Urban,United States,2020-07-02,0
Tardigrade Monster,Animal,Giant,Tardigrade,1,Space,Space,2020-07-02,0
Ghost of Tallis Taggert,Ghost,Captain,Human,1,Urban,Tennessee,2020-10-01,0
Ghost of Jean Lebeau,Ghost,Prisoner,Human,1,Rural,United States,2020-10-01,0
Phineas Phrag Monster,Animal,Humanoid,Beast,1,Rural,United States,2020-10-01,0
Gnarled One,Plant,Living,Tree,1,Urban,Illinois,2020-10-01,0
Gargoyle,Possessed Object,Statue,Gargoyle,1,Urban,France,2020-10-01,0
Frankenfooder Monster,Possessed Object,Humanoid,Fruit,1,Forest,Germany,2020-10-01,0
Elevator Operator Ghost,Ghost,Ghost,Human,1,Urban,United States,2020-10-01,0
Snow Devil,Animal,Yeti,Yeti,1,Snow,Austria,2020-10-01,0
Caveman,Ancient,Caveman,Human,1,Mountain,Colorado,2020-10-01,0
Robot,Mechanical,Robot,Robot,1,Urban,Kentucky,2020-10-01,0
Ghost of Charles M. Thraber,Ghost,Ghost,Human,1,Rural,United States,2020-10-01,0
Zombie Mascot,Undead,Zombie,Yak,1,Urban,Washington,2020-10-01,0
Hyde Monster,Disguised,Split-Personality,Human,1,Urban,California,2020-10-01,0
Mummy,Undead,Mummy,Human,1,Urban,California,2020-10-01,0
Dinosaur,Animal,Dinosaur,Dinosaur,1,Urban,California,2020-10-01,0
Giant Manta Ray,Animal,Giant,Manta Ray,1,Urban,California,2020-10-01,0
Alpha Jackal-Lantern,Plant,Giant,Pumpkin,1,Rural,California,2020-10-06,0
Jackal-Lanterns,Plant,Mutant,Pumpkin,1,Rural,California,2020-10-06,0
Morgan le Fay,Magician,Sorceress,Human,1,Rural,England,2020-02-23,1
Black Knight,Possessed Object,Suit,Object,1,Rural,England,2020-02-23,1
Mud Men,Possessed Object,Humanoid,Mud,1,Desert,United States,2021-02-25,3
Mud Men,Possessed Object,Humanoid,Mud,1,Desert,United States,2021-02-25,3
Mud Men,Possessed Object,Humanoid,Mud,1,Desert,United States,2021-02-25,3
Max Kilobyte,Mechanical,Genius,Robot,1,Urban,California,2020-11-13,0
